H010001,NAME,state,county
25761,"Jefferson County, Washington",53,031
15987,"Marion County, Arkansas",05,089
10006,"Chattahoochee County, Georgia",13,053
16173,"Piatt County, Illinois",17,147
7482,"Greenwood County, Kansas",20,073
28343,"Franklin County, Maine",23,007
33922,"Lafayette County, Mississippi",28,071
2652,"Greeley County, Nebraska",31,077
25302,"Martin County, North Carolina",37,117
48336,"Washington County, Oklahoma",40,147
300106,"Hamilton County, Tennessee",47,065
14041,"Red River County, Texas",48,387
224744,"Kitsap County, Washington",53,035
17884,"Randolph County, Arkansas",05,121
12381,"Crawford County, Georgia",13,079
22600,"Shelby County, Illinois",17,173
21978,"Labette County, Kansas",20,099
68772,"Allegany County, Maryland",24,001
12370,"Noxubee County, Mississippi",28,103
983,"Keya Paha County, Nebraska",31,103
11248,"Perquimans County, North Carolina",37,143
98875,"Douglas County, Oregon",41,019
16015,"Johnson County, Tennessee",47,091
2888,"Schleicher County, Texas",48,413
596912,"Snohomish County, Washington",53,061
52744,"Pope County, Arkansas",05,115
21533,"Crisp County, Georgia",13,081
6215,"Stark County, Illinois",17,175
2132,"Lane County, Kansas",20,101
473666,"Anne Arundel County, Maryland",24,003
12039,"Montgomery County, Mississippi",28,097
4029,"Kimball County, Nebraska",31,105
35229,"Person County, North Carolina",37,145
1889,"Gilliam County, Oregon",41,021
369168,"Knox County, Tennessee",47,093
14699,"Scurry County, Texas",48,415
403240,"Spokane County, Washington",53,063
9399,"Prairie County, Arkansas",05,117
14384,"Dade County, Georgia",13,083
48159,"Stephenson County, Illinois",17,177
62056,"Leavenworth County, Kansas",20,103
736652,"Baltimore County, Maryland",24,005
28076,"Neshoba County, Mississippi",28,099
9130,"Knox County, Nebraska",31,107
127465,"Pitt County, North Carolina",37,147
7763,"Grant County, Oregon",41,023
5676,"Lake County, Tennessee",47,095
3240,"Shackelford County, Texas",48,417
39704,"Stevens County, Washington",53,065
353221,"Pulaski County, Arkansas",05,119
15902,"Dawson County, Georgia",13,085
125183,"Tazewell County, Illinois",17,179
3502,"Lincoln County, Kansas",20,105
73982,"Calvert County, Maryland",24,009
21102,"Newton County, Mississippi",28,101
238094,"Lancaster County, Nebraska",31,109
17996,"Polk County, North Carolina",37,149
7440,"Harney County, Oregon",41,025
24413,"Lauderdale County, Tennessee",47,097
24844,"Shelby County, Texas",48,419
203957,"Thurston County, Washington",53,067
81742,"Saline County, Arkansas",05,125
652194,"DeKalb County, Georgia",13,089
80810,"Vermilion County, Illinois",17,183
2989,"Logan County, Kansas",20,109
147316,"Carroll County, Maryland",24,013
33677,"Panola County, Mississippi",28,107
774,"Logan County, Nebraska",31,113
44862,"Richmond County, North Carolina",37,153
177592,"Jackson County, Oregon",41,029
11134,"Lewis County, Tennessee",47,101
170032,"Smith County, Texas",48,423
49879,"Walla Walla County, Washington",53,071
112747,"Sebastian County, Arkansas",05,131
91584,"Dougherty County, Georgia",13,095
14886,"Washington County, Illinois",17,189
12596,"Marion County, Kansas",20,115
30004,"Dorchester County, Maryland",24,019
38081,"Pike County, Mississippi",28,113
33900,"Madison County, Nebraska",31,119
90742,"Rockingham County, North Carolina",37,157
62762,"Klamath County, Oregon",41,035
48303,"McMinn County, Tennessee",47,107
9025,"Stephens County, Texas",48,429
218844,"Yakima County, Washington",53,077
63608,"White County, Arkansas",05,145
9911,"Evans County, Georgia",13,109
34371,"Woodford County, Illinois",17,203
3439,"Morton County, Kansas",20,129
784158,"Prince George's County, Maryland",24,033
26675,"Simpson County, Mississippi",28,127
3033,"Pawnee County, Nebraska",31,133
12553,"Swain County, North Carolina",37,173
10955,"Morrow County, Oregon",41,049
68260,"Maury County, Tennessee",47,119
1081,"Terrell County, Texas",48,443
7551,"Calhoun County, West Virginia",54,013
20706,"Yell County, Arkansas",05,149
90685,"Fayette County, Georgia",13,113
33198,"Adams County, Indiana",18,001
16519,"Neosho County, Kansas",20,133
83429,"St. Mary's County, Maryland",24,037
12918,"Stone County, Mississippi",28,131
9488,"Phelps County, Nebraska",31,137
3712,"Tyrrell County, North Carolina",37,177
60348,"Polk County, Oregon",41,053
130444,"Montgomery County, Tennessee",47,125
1828,"Throckmorton County, Texas",48,447
7294,"Doddridge County, West Virginia",54,017
1207,"Alpine County, California",06,003
97678,"Forsyth County, Georgia",13,117
70535,"Bartholomew County, Indiana",18,005
5163,"Norton County, Kansas",20,137
33200,"Talbot County, Maryland",24,041
14800,"Tallahatchie County, Mississippi",28,135
31334,"Platte County, Nebraska",31,141
42125,"Vance County, North Carolina",37,181
23796,"Tillamook County, Oregon",41,057
18034,"Morgan County, Tennessee",47,129
99742,"Tom Green County, Texas",48,451
6725,"Gilmer County, West Virginia",54,021
197327,"Butte County, California",06,007
784622,"Fulton County, Georgia",13,121
45278,"Boone County, Indiana",18,011
4333,"Osborne County, Kansas",20,141
81500,"Wicomico County, Maryland",24,045
20446,"Tippah County, Mississippi",28,139
11186,"Red Willow County, Nebraska",31,145
19119,"Warren County, North Carolina",37,185
23861,"Union County, Oregon",41,061
19941,"Overton County, Tennessee",47,133
13599,"Trinity County, Texas",48,455
33870,"Greenbrier County, West Virginia",54,025
155247,"El Dorado County, California",06,017
23381,"Grady County, Georgia",13,131
26242,"Clay County, Indiana",18,021
9322,"Pratt County, Kansas",20,151
521004,"Bristol County, Massachusetts",25,005
49043,"Warren County, Mississippi",28,149
19575,"Saunders County, Nebraska",31,155
71949,"Wilson County, North Carolina",37,195
79968,"Yamhill County, Oregon",41,071
27545,"Rhea County, Tennessee",47,143
44051,"Val Verde County, Texas",48,465
27672,"Jackson County, West Virginia",54,035
26065,"Glenn County, California",06,021
582063,"Gwinnett County, Georgia",13,135
10642,"Crawford County, Indiana",18,025
61537,"Reno County, Kansas",20,155
706530,"Essex County, Massachusetts",25,009
21015,"Wayne County, Mississippi",28,153
15205,"Seward County, Nebraska",31,159
17623,"Yancey County, North Carolina",37,199
1241049,"Allegheny County, Pennsylvania",42,003
53917,"Robertson County, Tennessee",47,147
82581,"Victoria County, Texas",48,469
196914,"Kanawha County, West Virginia",54,039
122445,"Humboldt County, California",06,023
34035,"Habersham County, Georgia",13,137
29276,"Daviess County, Indiana",18,027
5695,"Republic County, Kansas",20,157
70129,"Franklin County, Massachusetts",25,011
10100,"Webster County, Mississippi",28,155
6062,"Sheridan County, Nebraska",31,161
2514,"Adams County, North Dakota",38,001
71217,"Armstrong County, Pennsylvania",42,005
176251,"Rutherford County, Tennessee",47,149
44667,"Walker County, Texas",48,471
16693,"Lewis County, West Virginia",54,041
131317,"Imperial County, California",06,025
136980,"Hall County, Georgia",13,139
45596,"Dearborn County, Indiana",18,029
9882,"Rice County, Kansas",20,159
441799,"Hampden County, Massachusetts",25,013
9273,"Wilkinson County, Mississippi",28,157
3263,"Sherman County, Nebraska",31,163
11204,"Barnes County, North Dakota",38,003
177005,"Beaver County, Pennsylvania",42,007
20927,"Scott County, Tennessee",47,151
29454,"Waller County, Texas",48,473
22038,"Lincoln County, West Virginia",54,043
17788,"Inyo County, California",06,027
8613,"Hancock County, Georgia",13,141
24260,"Decatur County, Indiana",18,031
53529,"Riley County, Kansas",20,161
134006,"Hampshire County, Massachusetts",25,015
19599,"Winston County, Mississippi",28,159
1475,"Sioux County, Nebraska",31,165
6912,"Benson County, North Dakota",38,005
49516,"Bedford County, Pennsylvania",42,009
11245,"Sequatchie County, Tennessee",47,153
10540,"Ward County, Texas",48,475
37158,"Logan County, West Virginia",54,045
631675,"Kern County, California",06,029
25352,"Haralson County, Georgia",13,143
39831,"DeKalb County, Indiana",18,033
5488,"Rooks County, Kansas",20,163
1412506,"Middlesex County, Massachusetts",25,017
12952,"Yalobusha County, Mississippi",28,161
6335,"Stanton County, Nebraska",31,167
888,"Billings County, North Dakota",38,007
361219,"Berks County, Pennsylvania",42,011
70533,"Sevier County, Tennessee",47,155
28640,"Washington County, Texas",48,477
25664,"Mason County, West Virginia",54,053
109332,"Kings County, California",06,031
23486,"Harris County, Georgia",13,145
111836,"Delaware County, Indiana",18,035
3463,"Rush County, Kansas",20,165
8760,"Nantucket County, Massachusetts",25,019
25774,"Yazoo County, Mississippi",28,163
5875,"Thayer County, Nebraska",31,169
6822,"Bottineau County, North Dakota",38,009
125037,"Blair County, Pennsylvania",42,013
878475,"Shelby County, Tennessee",47,157
190039,"Webb County, Texas",48,479
27026,"McDowell County, West Virginia",54,047
57220,"Lake County, California",06,033
22463,"Hart County, Georgia",13,147
38895,"Dubois County, Indiana",18,037
7161,"Russell County, Kansas",20,167
725791,"Worcester County, Massachusetts",25,027
22187,"Adair County, Missouri",29,001
729,"Thomas County, Nebraska",31,171
3152,"Bowman County, North Dakota",38,011
61721,"Bradford County, Pennsylvania",42,015
17564,"Smith County, Tennessee",47,159
40441,"Wharton County, Texas",48,481
55351,"Marion County, West Virginia",54,049
235803,"Marin County, California",06,041
9562,"Irwin County, Georgia",13,155
17770,"Fountain County, Indiana",18,045
22096,"Seward County, Kansas",20,175
11520,"Alcona County, Michigan",26,001
33655,"Barry County, Missouri",29,009
8626,"Wayne County, Nebraska",31,179
4712,"Cavalier County, North Dakota",38,019
5893,"Cameron County, Pennsylvania",42,023
50382,"Tipton County, Tennessee",47,167
19010,"Willacy County, Texas",48,489
28126,"Mingo County, West Virginia",54,059
15704,"Mariposa County, California",06,043
40780,"Jackson County, Georgia",13,157
21791,"Franklin County, Indiana",18,047
164975,"Shawnee County, Kansas",20,177
8876,"Alger County, Michigan",26,003
12369,"Barton County, Missouri",29,011
3900,"Webster County, Nebraska",31,181
5383,"Dickey County, North Dakota",38,021
57884,"Carbon County, Pennsylvania",42,025
7095,"Trousdale County, Tennessee",47,169
245041,"Williamson County, Texas",48,491
76178,"Monongalia County, West Virginia",54,061
9037,"Modoc County, California",06,049
16806,"Jefferson County, Georgia",13,163
68888,"Grant County, Indiana",18,053
4427,"Smith County, Kansas",20,183
22824,"Antrim County, Michigan",26,009
11865,"Bollinger County, Missouri",29,017
23568,"Churchill County, Nevada",32,001
2679,"Eddy County, North Dakota",38,027
39448,"Clarion County, Pennsylvania",42,031
5430,"Van Buren County, Tennessee",47,175
47640,"Wise County, Texas",48,497
26369,"Nicholas County, West Virginia",54,067
12495,"Mono County, California",06,051
8449,"Jenkins County, Georgia",13,165
32611,"Greene County, Indiana",18,055
4710,"Stafford County, Kansas",20,185
16465,"Arenac County, Michigan",26,011
126519,"Boone County, Missouri",29,019
1356350,"Clark County, Nevada",32,003
4246,"Emmons County, North Dakota",38,029
80147,"Clearfield County, Pennsylvania",42,033
37553,"Warren County, Tennessee",47,177
35293,"Wood County, Texas",48,499
44757,"Ohio County, West Virginia",54,069
29997,"Hot Spring County, Arkansas",05,059
148577,"Bibb County, Georgia",13,021
47829,"Macoupin County, Illinois",17,117
7858,"Doniphan County, Kansas",20,043
97313,"Tangipahoa Parish, Louisiana",22,105
11070,"Greene County, Mississippi",28,041
23892,"Dawson County, Nebraska",31,047
53072,"Haywood County, North Carolina",37,087
16448,"Pawnee County, Oklahoma",40,117
46262,"Cumberland County, Tennessee",47,035
8933,"Ochiltree County, Texas",48,357
141652,"Benton County, Washington",53,005
93632,"Toa Baja Municipio, Puerto Rico",72,137
33296,"Independence County, Arkansas",05,063
14548,"Brantley County, Georgia",13,025
40722,"Marion County, Illinois",17,121
3388,"Edwards County, Kansas",20,047
103090,"Terrebonne Parish, Louisiana",22,109
42515,"Hancock County, Mississippi",28,045
6228,"Dixon County, Nebraska",31,051
22181,"Hertford County, North Carolina",37,091
41138,"Pittsburg County, Oklahoma",40,121
11501,"Decatur County, Tennessee",47,039
83985,"Orange County, Texas",48,361
62657,"Clallam County, Washington",53,009
35095,"Utuado Municipio, Puerto Rico",72,141
12491,"Izard County, Arkansas",05,065
16051,"Brooks County, Georgia",13,027
12903,"Marshall County, Illinois",17,123
3175,"Elk County, Kansas",20,049
22353,"Union Parish, Louisiana",22,111
182320,"Harrison County, Mississippi",28,047
34987,"Dodge County, Nebraska",31,053
32520,"Hoke County, North Carolina",37,093
34046,"Pontotoc County, Oklahoma",40,123
17108,"DeKalb County, Tennessee",47,041
26714,"Palo Pinto County, Texas",48,363
342194,"Clark County, Washington",53,011
37447,"Vega Alta Municipio, Puerto Rico",72,143
78989,"Jefferson County, Arkansas",05,069
52393,"Bulloch County, Georgia",13,031
14827,"Massac County, Illinois",17,127
5699,"Ellsworth County, Kansas",20,053
49161,"Vernon Parish, Louisiana",22,115
20937,"Holmes County, Mississippi",28,051
2205,"Dundy County, Nebraska",31,057
121077,"Iredell County, North Carolina",37,097
11483,"Pushmataha County, Oklahoma",40,127
36670,"Dyer County, Tennessee",47,045
85574,"Parker County, Texas",48,367
91528,"Cowlitz County, Washington",53,015
9094,"Vieques Municipio, Puerto Rico",72,147
8438,"Lafayette County, Arkansas",05,073
17607,"Butts County, Georgia",13,035
16744,"Mercer County, Illinois",17,131
31676,"Ford County, Kansas",20,057
40895,"Webster Parish, Louisiana",22,119
2011,"Issaquena County, Mississippi",28,055
3468,"Franklin County, Nebraska",31,061
120248,"Johnston County, North Carolina",37,101
3398,"Roger Mills County, Oklahoma",40,129
16472,"Fentress County, Tennessee",47,049
14742,"Pecos County, Texas",48,371
7040,"Ferry County, Washington",53,019
39083,"Yabucoa Municipio, Puerto Rico",72,151
17223,"Lawrence County, Arkansas",05,075
5005,"Calhoun County, Georgia",13,037
27235,"Monroe County, Illinois",17,133
24192,"Franklin County, Kansas",20,059
21031,"West Baton Rouge Parish, Louisiana",22,121
22002,"Itawamba County, Mississippi",28,057
2955,"Frontier County, Nebraska",31,063
10262,"Jones County, North Carolina",37,103
69788,"Rogers County, Oklahoma",40,131
37610,"Franklin County, Tennessee",47,051
37784,"Polk County, Texas",48,373
48433,"Franklin County, Washington",53,021
46141,"Yauco Municipio, Puerto Rico",72,153
10832,"Lee County, Arkansas",05,077
41814,"Camden County, Georgia",13,039
28093,"Montgomery County, Illinois",17,135
27336,"Geary County, Kansas",20,061
11524,"West Carroll Parish, Louisiana",22,123
129454,"Jackson County, Mississippi",28,059
5190,"Furnas County, Nebraska",31,065
48144,"Lee County, North Carolina",37,105
24347,"Seminole County, Oklahoma",40,133
47084,"Gibson County, Tennessee",47,053
106522,"Potter County, Texas",48,375
2360,"Garfield County, Washington",53,023
